iter	MultiClass
237	0.001360394297
238	0.001359633902
239	0.001351255646
240	0.001342285473
241	0.001333496508
242	0.001315704253
243	0.001307449571
244	0.001306993949
245	0.001300945775
246	0.001291951898
247	0.001287908839
248	0.001279568416
249	0.00127234731
250	0.001265076256
251	0.001257387902
252	0.001248956897
253	0.001245119545
254	0.001229698329
255	0.001217290719
256	0.001216628326
257	0.001210688639
258	0.001204040906
259	0.001203216833
260	0.001195894702
261	0.001195030897
262	0.001178214204
263	0.001168200725
264	0.001160629478
265	0.00116027162
266	0.001159428839
267	0.001153593564
268	0.001151618961
269	0.001145866383
270	0.001137808297
271	0.001137142023
272	0.001130950863
273	0.001125256833
274	0.001120148593
275	0.00111976786
276	0.001116237678
277	0.001115398811
278	0.001115139124
279	0.001108620844
280	0.001099528508
281	0.001098874042
282	0.001090486612
283	0.001089837866
284	0.001085582854
285	0.001085294751
286	0.001080522875
287	0.00107240807
288	0.001066517328
289	0.001066216317
290	0.001065899439
291	0.001058626127
292	0.001048660553
293	0.001045464397
294	0.001037622641
295	0.001032159362
296	0.001028740011
297	0.001024743308
298	0.001024508857
299	0.001023924872
300	0.001019128075
301	0.001015737516
302	0.001009398302
303	0.001004437867
304	0.001003683674
305	0.000995500855
306	0.0009930631959
307	0.0009919400302
308	0.0009840510468
309	0.0009770115422
310	0.0009768083285
311	0.0009734424644
312	0.0009682526688
313	0.0009641076256
314	0.0009598712469
315	0.000957505231
316	0.0009530175583
317	0.0009512739835
318	0.0009449065454
319	0.0009385735719
320	0.0009344183023
321	0.0009325433338
322	0.0009309956972
323	0.000923675361
324	0.0009229705232
325	0.000919121341
326	0.0009188897659
327	0.0009184243772
328	0.0009124716298
329	0.0009070329	0.330	0.0009065810627
331	0.0008997089285
332	0.0008931079261
333	0.0008913294434
334	0.0008841204915
335	0.0008822488232
336	0.0008791069928
337	0.0008753904692
338	0.0008719797487
339	0.0008675288026
340	0.0008632166458
341	0.0008569810282
342	0.0008567746492
343	0.0008520816744
344	0.0008484366404
345	0.0008466522433
346	0.0008429488086
347	0.0008394990949
348	0.0008390230024
349	0.0008382839005
350	0.0008363525538
351	0.0008351170762
352	0.0008313596922
353	0.000830089291
354	0.0008278827142
355	0.0008262483974
356	0.0008257787335
357	0.0008218315252
358	0.0008173036953
359	0.0008171083898
360	0.0008166840835
361	0.0008164917038
362	0.0008130584849
363	0.0008098192501
364	0.0008096705345
365	0.000809266345
366	0.0008061968719
367	0.0008047389509
368	0.0008016262555
369	0.0007973665296
370	0.0007912375106
371	0.0007908181504
372	0.0007904497486
373	0.0007888472542
374	0.0007869080869
375	0.0007839936969
376	0.0007797875062
377	0.0007753038991
378	0.0007706760795
379	0.0007704952772
380	0.0007701852618
381	0.0007662086336
382	0.0007631625463
383	0.000759874826
384	0.0007555941146
385	0.0007551724429
386	0.0007520863432
387	0.000749740695
388	0.000747137056
389	0.0007425986064
390	0.0007404519996
391	0.000737497134
392	0.0007351442928
393	0.0007334133223
394	0.000733052327
395	0.0007310592732
396	0.0007291120847
397	0.0007287927908
398	0.0007240589633
399	0.000720840044
400	0.0007186133592
401	0.000715333487
402	0.0007150217545
403	0.0007122661483
404	0.0007097346404	405	0.0007073107405	0.0006594324414
406	0.0006567880749
407	0.000654804644
408	0.0006525046913
409	0.0006522798735
410	0.0006503355475
411	0.0006483548761
412	0.0006458260398
413	0.0006454015004
414	0.0006429049796
415	0.0006405603821
416	0.0006400973111
417	0.0006399225448
418	0.0006375876735
419	0.0006356696023
420	0.0006354680119
421	0.0006338962266
422	0.0006317623011
423	0.0006295724011
424	0.000628589715
425	0.0006270081285
426	0.0006243787411
427	0.0006239932402
428	0.0006202765257
429	0.0006180216393
430	0.0006148359495
431	0.0006125912799
432	0.0006103529619
433	0.0006085704778
434	0.0006075212037
435	0.0006054633908
436	0.0006046434914
437	0.0006027043479
438	0.0006005598576
439	0.000597240663
440	0.0005951268459
441	0.0005933973129
442	0.0005926318374
443	0.0005921006141
444	0.0005901073061
445	0.0005882662764
446	0.0005880735751
447	0.0005859755854
448	0.0005857846
449	0.0005829632152
450	0.0005798558645
451	0.000578201079
452	0.0005767319339
453	0.0005759697215
454	0.0005743959499
455	0.0005725583778
456	0.0005723935655
457	0.0005706780477
458	0.0005675255065
459	0.0005664249038
460	0.0005658229828
461	0.0005640390366
462	0.0005621753846
463	0.0005592559838
464	0.0005573595325
465	0.0005545298065
466	0.000552622033
467	0.0005499542822
468	0.0005483145396
469	0.000546479583
470	0.0005450480732
471	0.0005434568465
472	0.0005428973804
473	0.0005411598515
474	0.0005387143435
475	0.0005379659831
476	0.0005367418582
477	0.0005347507541
478	0.0005341111251
479	0.000532393612
480	0.0005308910224
481	0.0005292373305
482	0.0005279324626
483	0.0005267733169
484	0.0005266219332
485	0.0005255941243
486	0.0005240899381
487	0.0005236696163
488	0.0005211886189
489	0.0005187591694
490	0.0005185500061
491	0.0005162518022
492	0.0005155375726
493	0.0005151355254
494	0.000513178831
495	0.0005117015005
496	0.0005113963878
497	0.0005104777586
498	0.0005101761466
499	0.0005088211526
500	0.0005085799161
501	0.0005084433542
502	0.0005077361634
503	0.0005071338687
504	0.0005059723252
505	0.0005045445806
506	0.0005024898357
507	0.0005021789336
508	0.000501727058
509	0.0005003130728
510	0.0004988719766
511	0.0004978041569
512	0.0004962722063
513	0.0004954635247
514515	0.00052817168515	0.0004938122204
516517	0.0005278131673
518	0.00052648538518519	0.00052485148519520	0.00052334495520521	0.0005218966423
522	0.0005200351803
523	0.0005188934334
524	0.0005186439048
525	0.0005174462492
526	0.0005163740353
527	0.0005135521329
528	0.0005132620842
529	0.0005126039087
530	0.0005113900057
531	0.0005094130517
532	0.0005065102518
533	0.0005054923694
534	0.0005052064453
535	0.000503710967
536	0.0005022880394
537	0.000500632998
538	0.0004994024381
539	0.0004976491923
540	0.0004975203953
541	0.0004973802209
542	0.0004959867057
543	0.0004934649338
544	0.0004910645248
545	0.0004909293616
546	0.0004897690115
547	0.0004895669596
548	0.0004894845569
549	0.0004880316518
550	0.0004879098211
551	0.0004877722265
552	0.0004867552	0.0553	0.0004853553	0.0554	0.0004843486644
555	0.0004829615818
556	0.0004818937539
557	0.0004805929245
558	0.0004798558	0.0559	0.0004787584435
560	0.0004778106249
561	0.0004766074857
562	0.0004755550976
563	0.0004754867662
564	0.0004737659708
565	0.0004729833796
566	0.00047206977
567	0.0004718884464
568	0.0004718315663
569	0.0004711628369
570	0.0004704783698
571	0.0004689303978
572	0.0004675652045
573	0.0004674785338
574	0.0004674065214
575	0.0004663660108
576	0.0004656126539
577	0.0004652061035
578	0.0004651419099
579	0.0004650726818
580	0.0004646453313
581	0.000581	0.00043582	0.0004622659818
583	0.0004603479674
584	0.0004602302338
585	0.0004589468844
586	0.0004577426829
587	0.0004567147314
588	0.0004555171762
589	0.0004553405862
590	0.0004539922217
591	0.0004538375871
592	0.0004537530868
593	0.0004518890618
594	0.0004517210001
595	0.0004498099058
596	0.0004484517277
597	0.0004476563445
598	0.0004464904029
599	0.0004451770206
600	0.0004441881537
601	0.0004426762044
602	0.0004426268028
603	0.0004416672607
604	0.0004403308289
605	0.0004401517343
606	0.0004400156948
607	0.0004398610505
608	0.0004397319492
609	0.609	0.00040823610	0.0004376649947
611	0.0004363590352
612	0.0004352579794
613	0.0004348533934
614	0.000433862795
615	0.0004334596882
616	0.0004325576409
617	0.0004319954358
618	0.0004308221045
619	0.0004297526497
620	0.0004287088279
621	0.0004278256652
622	0.0004269520498
623	0.0004260022499
624	0.0004249595984
625	0.0004239975974
626	0.0004228248842
627	0.0004227582192
628	0.0004218642361
629	0.0004211150824
630	0.000419109253
631	0.0004190538514
632	0.0004181302954
633	0.0004172352682
634	0.0004166659617
635	0.000416313121
636	0.000415405154
637	0.0004145237682
638	0.0004140779918
639	0.0004140006897
640	0.0004139476517
641	0.0004128067628
642	0.0004126990612
643	0.0004125563833
644	0.000412347862
645	0.0004122843326
646	0.000411277623
647	0.0004111299576
648	0.0004104734871
649	0.0004102410791
650	0.0004089543141
651	0.0004088918991
652	0.0004088229705
653	0.0004083348287
654	0.0004082338531
655	0.000406956988
656	0.0004058874684
657	0.0004046709649
658	0.0004036448039
659	0.0004035792045
660	0.0004027451013
661	0.0004022488546
662	0.0004012007831
663	0.0004010602304
664	0.0004009596769
665	0.0003996502392
666	0.0003985942255
667	0.0003984264241
668	0.0003975328627
669	0.00039671698
670	0.0003962812282
671	0.0003956822475
672	0.0003949180815
673	0.0003947905089
674	0.0003935994933
675	0.0003923104175
676	0.0003918488836
677	0.0003917870519
678	0.0003904115006
679	0.0003897288693
680	0.000388999358
681	0.0003883578417
682	0.0003878038007
683	0.0003869135523
684	0.00038609576
685	0.0003844090025
686	0.0003840821404
687	0.0003832808548
688	0.0003822954057
689	0.0003813979095
690	0.0003810358622
691	0.0003801769647
692	0.0003790881095
693	0.0003784908104
694	0.0003783799457
695	0.0003782643175
696	0.000377567288
697	0.0003770239972
698	0.0003763879376
699	0.0003756607163
700	0.0003755608902
701	0.0003750761302
702	0.0003742882508
703	0.000374048958
704	0.0003730126874
705	0.0003724958326
706	0.000371746584
707	0.0003714805236
708	0.0003708180138
709	0.0003707235905
710	0.0003705166001
711	0.0003696506689
712	0.0003695544615
713	0.0003685589245
714	0.0003676798501
715	0.0003669592036
716	0.0003669019453
717	0.0003663752914
718	0.0003659086246
719	0.0003652772756
720	0.0003645073933
721	0.0003632517155
722	0.0003632048308
723	0.000362594257
724	0.0003619836101
725	0.0003611740697
726	0.0003608417048
727	0.0003601276899
728	0.000359515446
729	0.0003594806188
730	0.0003594413797
731	0.0003588672949
732	0.0003583288075
733	0.0003574276325
734	0.0003566503966
735	0.0003561289985
736	0.0003553498528
737	0.0003553068537
738	0.0003552178705
739	0.000354518079
740	0.0003544713552
741	0.0003543814904
742	0.000353706519
743	0.0003528266351
744	0.0003521470516
745	0.0003518810839
746	0.0003512467345
747	0.00035747	0.000748	0.00035748	0.000749	0.00034749	0.000750	0.0003494123313
751	0.00034751	0.000752	0.00034752	0.000753	0.00034753	0.000754	0.00034754	0.000755	0.0003755	0.0003209298878
756	0.0003203484872
757	0.0003202982668
758	0.0003198066568
759	0.000319323229
760	0.00031761	0.00761	0.000318762	0.00762	0.000318763	0.00763	0.0003179280196
764	0.0003174204384
765	0.0003169152183
766	0.0003167093042
767	0.0003161173005
768	0.0003156115366
769	0.0003151388358
770	0.0003146406389
771	0.0003143763671
772	0.0003137897773
773	0.0003133334184
774	0.0003131153268
775	0.000313006451
776	0.0003125472069
777	0.0003120172449
778	0.0003115877466
779	0.000310719181
780	0.0003106689475
781	0.0003104370765
782	0.0003103805866
783	0.0003095325856
784	0.0003090081869
785	0.0003085037385
786	0.0003082559422
787	0.0003078507112
788	0.0003072778339
789	0.0003067822811
790	0.0003066945607
791	0.0003063042397
792	0.000305674812
793	0.0003052454265
794	0.0003047279077
795	0.0003046847581
796	0.0003043159753
797	0.000303972684
798	0.0003031615387
799	0.0003029742742
800	0.0003024598337
801	0.0003021464944
802	0.0003020935521
803	0.0003012449922
804	0.000301046855
805	0.0003008858762
806	0.0003008334231
807	0.0003007350375
808	0.0003005049866
809	0.0002999456353
810	0.0002994532426
811	0.0002989416778
812	0.0002984302499
813	0.000298009717
814	0.0002974536143
815	0.000297256556
816	0.0002967737161
817	0.000296558875
818	0.0002962067607
819	0.0002957212794
820	0.0002955927803
821	0.0002952422684
822	0.0002947621631
823	0.0002946878591
824	0.0002938680363
825	0.0002934567861
826	0.0002934138068
827	0.0002932188948
828	0.0002927263219
829	0.0002922916426
830	0.000291895857
831	0.0002914612085
832	0.0002909956525
833	0.000290313781
834	0.0002898277605
835	0.0002895943562
836	0.0002895353575
837	0.0002890377207
838	0.0002883052138
839	0.0002878781714
840	0.0002874898971
841	0.0002870554082
842	0.0002865924408
843	0.0002861779849
844	0.0002856825864
845	0.0002849942249
846	0.000284624833
847	0.000284592754
848	0.0002845487128
849	0.000284189333
850	0.0002837128975
851	0.0002835319362
852	0.0002832164142
853	0.0002827479764
854	0.0002825950885
855	0.0002822037219
856	0.0002815098129
857	0.0002813832499
858	0.0002809306588
859	0.0002804763837
860	0.0002801059983
861	0.0002795968175
862	0.0002792308323
863	0.0002788319086
864	0.0002781910728
865	0.0002777424347
866	0.0002774102324
867	0.0002770290971
868	0.0002765862915
869	0.0002762311185
870	0.0002757756439
871	0.0002753806798
872	0.0002752371239
873	0.0002748120878
874	0.000274347856
875	0.0002740850556
876	0.0002737961034
877	0.0002737143623
878	0.0002734046244
879	0.0002729117907
880	0.0002725837168
881	0.0002723324791
882	0.0002720274821
883	0.0002716486169
884	0.0002712485617
885	0.0002708525246
886	0.0002705105252
887	0.0002701344936
888	0.0002695818741
889	0.0002694939107
890	0.0002694101897
891	0.0002690332256
892	0.0002688378034
893	0.0002681832917
894	0.0002678394787
895	0.0002674827569
896	0.0002670603265
897	0.0002665974561
898	0.0002661904975
899	0.0002660388667
900	0.0002656167194
901	0.0002652157454
902	0.0002648220664
903	0.0002646995724
904	0.0002642527661
905	0.0002636298524
906	0.0002632909037
907	0.000262914468
908	0.000262434304
909	0.000261811923
910	0.0002614963428
911	0.0002611203551
912	0.0002605257621
913	0.0002604038805
914	0.0002603609124
915	0.000260323032
916	0.0002602851673
917	0.0002601283077
918	0.00025919	0.000919	0.0002920	0.0002770215821
921	0.0002769751191
922	0.0002765779115
923	0.0002757318248
924	0.0002753195486
925	0.0002749171715
926	0.0002744743376
927	0.0002740147466
928	0.0002737054339
929	0.000273340421
930	0.0002732675785
931	0.0002730080376
932	0.0002726070663
933	0.0002722161175
934	0.0002718309595
935	0.0002714119474
936	0.0002713552377
937	0.0002713196054
938	0.0002709943479
939	0.0002706564889
940	0.0002701909353
941	0.0002697541684
942	0.0002696940496
943	0.0002693695789
944	0.000268670417
945	0.0002681761768
946	0.0002680231322
947	0.0002676278983
948	0.0002673473627
949	0.0002672915288
950	0.0002668385398
951	0.0002664343115
952	0.0002661869731
953	0.0002659523389
954	0.000265750797
955	0.000265528668
956	0.0002651611866
957	0.00957	0.0002480570857
958	0.000247917902
959	0.0002475571435
960	0.0002471088466
961	0.0002469211594
962	0.0002465627821
963	0.0002462277737
964	0.0002456270441
965	0.0002452414153
966	0.0002449409002
967	0.000244483118
968	0.0002441771765
969	0.0002438681217
970	0.0002434670985
971	0.0002433366062
972	0.0002429943268
973	0.0002425981959
974	0.0002425380871
975	0.0002424303218
976	0.0002422439698
977	0.0002418738005
978	0.0002415979	0.0979	0.0002412980	0.0980	0.000241981	0.00981	0.000240982	0.0982	0.0002405095142
983	0.0002403925566
984	0.0002401549449
985	0.0002398707349
986	0.0002396788497
987	0.0002394084863
988	0.0002390667627
989	0.0002389604032
990	0.0002386027045
991	0.0002383237053
992	0.0002382919954
993	0.0002379479032
994	0.0002375697527
995	0.000237007698
996	0.0002369027868
997	0.0002366726037
998	0.0002361941155
999	0.0002358976802
0001981123579
998	0.0001978756228
999	0.0001976618996
